"","feature","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43"
"SM 34:2;O2","SM 34:2;O2","2.20667","0.84482","0.06718","0.10531","0.42467","0.00088","0.30428","0.1008","0.04631","0.22057","0.72521","0.36656","0.21989","1.03071","0.78433","0.00851","0.64937","0.02012","0.06788","0.55523","2.20514","0.01735","0.00005","0.19034","0.01721","0.65341","0.08469","0.9814","0.06261","0.73701","0.46503","0.04031","0.82397","0.34","0.05897","0.02637","1.26879","0.65026","0.01333","0","0.84548","0.9419","0.00009"
"SM 35:1;O2","SM 35:1;O2","0.5268","1.61401","0.02866","0.17306","2.1145","0.01178","4.59831","1.07049","0.63116","0.09744","1.5915","0.61118","10.46083","0.00072","0.00377","0.07879","2.15765","0.30273","0.18377","1.73945","0.00549","0.03842","1.5784","0.52159","0.01065","0.04246","0.10446","0.86678","0.17783","0.1002","0.04532","0.00981","1.64301","0.77089","0.08036","0.81185","0.6523","0.5031","0.11825","3.08089","1.22655","1.83279","0.25436"
"SM 36:1;O2","SM 36:1;O2","1.80091","2.12819","0.48421","0.01957","0.00183","0.34874","0.17948","0.05198","0.4107","0.12594","0.37783","0.19608","0.19229","0.00274","0.00002","0.02968","0.07048","0.88988","0.07363","0.04071","0.13841","0.16278","0.08274","0.11583","0.24019","0.12765","0.30099","0.29928","0.44053","1.20051","0.00426","0.19874","0.98189","0.00541","1.04794","2.07187","3.29936","0.06683","0.09385","0.01099","0.01272","0.08416","0.07015"
"SM 36:2;O2","SM 36:2;O2","1.77914","1.97276","0.07624","0.07423","0.03489","0.54565","0.40489","0.07734","0.00067","0.36566","1.73801","0.00014","0.33319","0.0822","0.49205","0.12922","0.21062","1.14174","0.10374","0.12806","0.7837","0.07441","0.14067","0.0371","0.78988","0.01109","0.74188","0.00747","0.42193","0.02247","1.80718","1.84607","0.06627","0.10707","0.20493","0.12597","0.09827","1.06197","0.0438","0.03764","0.0018","0.40111","0.39198"
"SM 38:1;O2","SM 38:1;O2","1.94854","1.99629","0.04767","0.01192","0.06648","0.06316","0.5253","0.10677","0.6993","0.00791","0.05567","0.51857","0.0014","0.11516","0.13899","0.01593","0.03708","0.84334","0.14535","0.31413","0.03023","0.23202","0.11087","0.44016","0.13153","0.10729","0.00004","0.05686","0.00032","0.63423","0.14735","0.04564","1.39096","0.26371","0.53146","0.72371","0.12419","0.00145","0.00141","1.01927","0.10118","0.00054","0.41623"
"SM 38:2;O2","SM 38:2;O2","1.73425","1.29128","0.02444","0.00054","0.0388","0.17105","1.13903","0.56282","0.5737","0.02677","1.63203","0.07398","0.3619","0.00779","1.0839","0.97247","0.59105","6.17934","1.208","0.00535","2.32381","0.11837","0.12318","0.06451","0.02523","0.13499","0.35247","0.00202","0.0588","0.41984","3.1527","0.38425","0.23685","1.43178","0.29918","0.30227","0.36504","2.10536","0.02632","0.00022","0.28137","0.37007","0.09128"
"SM 39:1;O2","SM 39:1;O2","0.83904","2.31973","0.11812","0.24226","1.26851","0.12447","2.37442","0.0767","0.23063","0.31897","2.06508","0.57275","1.55043","0.11531","2.1423","0.60146","0.03795","0.32949","2.01299","0.11787","4.56524","1.85271","0.00085","0.03765","0.15521","3.08844","3.3467","1.41002","0.07689","0.0634","1.40211","0.51028","1.14795","1.63408","0.07256","0.1185","0.00014","0.12984","0.20736","2.29321","0.62604","1.45933","0.35091"
"SM 40:1;O2","SM 40:1;O2","1.95349","1.49339","0.16545","0.19327","0.1619","0.00463","0.03312","0.40775","1.76374","0.03649","0.01513","1.3915","0.0138","0.06248","0.00011","0.42448","0.0032","0.09371","1.20138","0.0005","0.01546","0.00911","0.00241","1.08123","0.13905","0.07174","0.00498","0.15696","0.38425","0.30213","0.0379","0.08565","0.53272","0.21708","0.42471","1.56178","0.09195","2.45393","0.05077","0.01894","0.05409","0.77716","1.56684"
"SM 40:2;O2","SM 40:2;O2","1.78667","2.2785","0.00234","0.03263","0.40731","0.0005","0.4679","0.09536","0.16122","0.90275","0.27863","0.0924","0.21805","0.09191","0.09194","0.02325","0.00011","0.07502","0.18985","0.11689","0.18432","0.21943","0.45817","0.0009","0.04781","1.10268","0.56406","0.04152","0.00078","0.82167","0.00116","0.17327","0.00487","0.03365","0.45678","1.33474","0.13856","0.91685","1.45332","0.39957","0.00318","1.81672","0.37936"
"SM 40:3;O2","SM 40:3;O2","0.87991","2.07606","0.0698","0.02313","1.64397","0.51894","2.39166","0.27748","1.30154","0.04242","0.16739","0.75268","3.32423","0.01054","1.36836","0.01343","2.60683","0.07558","0.06748","0.4446","1.06474","3.92162","0.08015","3.48739","0.03289","0.34177","3.06435","0.69319","0.24993","0.47482","0.22121","0.55001","0.14151","0.00044","0.25209","1.88492","1.04462","0.92937","0.51272","0.34613","2.05075","3.15268","0.50818"
"SM 41:1;O2","SM 41:1;O2","1.74441","1.72384","0.08741","0.45462","0.16597","0.06131","0.11968","0.26252","1.05209","0.01701","0.58025","2.38413","0.09389","0.04097","0.00639","0.00188","0.00365","0.05789","0.47106","0.00267","0.11618","1.48036","0.03359","0.03195","2.01579","0.02119","1.11592","0.0048","1.5688","0.01635","0.46188","0.06707","1.95153","0.30103","0.16482","2.15683","0.10434","1.1721","0.48797","0.83237","0.09356","0.84956","0.68474"
"SM 41:2;O2","SM 41:2;O2","1.55615","2.47907","0.00033","0.1904","0.34905","0.26325","0.85211","0.01036","0.00009","1.06426","0.00185","0.61698","0.07126","0.00099","0.00118","0.41623","0.22973","0.55869","0.00324","0.02885","0.68189","2.38715","0.04413","1.29257","1.23885","0.29471","0.05205","0.17578","0.00305","0.21715","0.05546","0.0566","0.02224","0.26518","0.62294","0.00036","0.12225","0.79126","0.12598","0.00353","0.0021","0.28567","2.05917"
"SM 42:1;O2","SM 42:1;O2","1.86271","0.89224","0.02024","0.44856","0.30534","0.0003","0.02052","0.52516","3.16672","0.03704","0.50212","2.26272","0.08827","0.10149","0.40963","0.11779","0.75207","0.03654","1.46696","0.03698","0.09283","0.13953","0.12451","0.67538","1.50003","0.02797","0.03195","0.28509","2.18472","0.58277","0.31486","0.05359","0.24735","0.13047","0.71751","0.07178","2.41435","0.7581","1.31428","7.0407","0.03163","0.14179","1.60209"
"SM 42:2;O2","SM 42:2;O2","2.00922","1.25985","0.12057","0.03004","0.00999","0.07869","0.04027","0.34119","0.73531","0.81795","0.06116","0.53076","0.03735","0.52697","0","0.00207","0.41895","0.02568","2.28528","0.45173","0.02959","2.37641","0.21853","0.11778","0.0029","1.7447","1.13159","0.16224","0.36602","0.85943","0.09468","1.16242","2.4338","0.45505","0.00002","1.53279","0.11326","2.49245","6.6928","3.01055","0.12473","0.04545","0.62655"
"SM 42:3;O2","SM 42:3;O2","1.97257","1.50643","0.00874","0.00243","0.61759","0.00266","0.41456","0.0278","0.00112","1.19262","0.11984","0.04395","0.01387","0.11185","0.46289","0.28852","0.00962","0.42376","0.00117","0.02092","0.01551","0.00425","0.36379","0.00015","0.06881","6.14029","1.89566","0.00392","0.10484","0.1765","0.32948","0.04353","0.00178","0.15142","0.833","2.20933","1.3187","0.27571","0.11806","0.54467","1.15428","0.00123","5.53128"
"SM 42:4;O2","SM 42:4;O2","1.45089","1.8549","0.43487","0.0172","0.33136","0.12484","0.99556","0.85019","0.11504","0.00004","0.21717","0.16832","0.34728","0.35383","0.01011","0.56286","1.68407","0.57162","1.87808","0.00447","3.65826","0.25453","0.02081","0.45125","0.52839","4.2806","1.93393","0.78045","0.66001","0.33208","0.66818","0.23282","3.21178","0.16079","4.55627","0.20137","3.45034","0.35807","0.32621","6.6163","0.71954","1.95245","0.2706"
"TG 49:1","TG 49:1","0.01375","0.05394","1.49902","0.00398","0.51897","0.56769","3.90601","6.32392","0.79858","0.61495","5.39998","0.34412","6.891","0.04399","2.255","0.219","2.37773","0.01506","0.34407","7.03445","1.37224","0.39879","11.27608","0.08942","2.30496","0.30496","4.75119","1.51095","6.29013","0.02275","0.19267","0.05076","0.63284","0.33601","0.00324","0.4003","0.00619","0.2268","0.06356","0.75525","0.00104","0.4581","0.51783"
"TG 49:2","TG 49:2","0.64308","4.15072","0.01399","0.34904","0.11148","0.22379","0.00658","0.1123","2.63625","0.01418","1.97985","0.67544","0.14394","1.18108","1.82171","0.00003","0.25789","0.26197","0.1763","0.65118","0.42425","0.09165","0.09509","0.01663","0.05181","0.1877","2.38295","1.73573","0.3684","1.34042","0.01564","1.57189","0.00203","0.44984","0.37955","3.59199","0.33763","0.00002","1.80373","0.92986","1.02554","3.56015","0.28004"
"TG 50:0","TG 50:0","0.32378","4.54052","0.62204","0.5197","0.09106","0.35179","0.91246","0.1896","0.18056","0.97168","1.04524","1.59977","0.22949","0.343","1.14078","0.00035","0.56175","0.05753","0.00255","0.56036","0.02252","0.12696","0.02781","0.01582","3.04312","0.71903","4.83742","0.00007","0.53978","0.58524","0.7838","1.1217","0.83884","0.59544","0.01036","1.13701","0.11197","2.44404","1.30135","0.61488","3.48823","2.06986","0.30999"
"TG 51:1","TG 51:1","0.66682","3.17612","1.30013","0.05479","0.00299","0.02782","0.97218","0.00955","1.69822","0.33143","3.81595","1.12042","0.18408","1.31491","0.48568","0.00209","0.00178","0.29572","0.07683","0.10787","0.01046","1.01523","2.08064","0.70913","0.71205","0.08748","0.00534","0.49289","0.08199","0.64313","0.28432","0.68932","2.16612","0.49598","0.0209","5.107","0.27422","0.05249","1.01957","3.1792","1.09357","0.1578","1.23778"
"TG 51:2","TG 51:2","0.6249","4.44888","0.32487","0.17369","0.50067","0.08369","0.22575","0.15653","2.52104","0.66599","1.00389","0.38693","0.48265","0.22879","0.0191","0.12968","0.01224","0.03657","0.00728","0.01694","1.16007","0.36441","0.25075","0.14507","0.00011","0.50981","0.04272","0.78856","0.68843","0.11802","0.01412","0.10331","0.00029","0.27626","0.07228","0.11644","0.2177","0.08732","3.46228","0.02874","0.00001","0.00819","0.31164"
"TG 52:1","TG 52:1","0.39988","4.26305","0.00292","0.38183","1.6506","0.94784","0.03639","0.00016","1.25059","0.65177","0.00164","1.1586","1.30835","0.26713","0.55775","0.37595","0.38092","0.41716","0.55056","0.10325","2.64979","0.00819","0.30159","0.02325","0.06375","0.0793","0.25715","2.57246","0.85087","1.87699","1.91951","0.11399","0.14833","0.14882","0.17284","0.01512","1.07416","1.41048","0.00272","1.83463","2.41475","1.37052","0.01868"
"TG 52:4","TG 52:4","0.1836","2.27726","0.00596","0.978","1.15925","1.58576","1.3495","0.96725","0.59815","0.03643","0.28809","4.49964","4.93789","0.0063","1.26943","6.78526","0.13666","0.00005","0.14531","0.26868","0.32234","4.81915","4.0548","0.29723","0.12186","0.48185","0.28236","0.14828","2.99668","0.69421","0.89921","6.91716","0.1998","0.19264","1.88595","2.00115","0.02362","0.81258","0.4613","3.41232","0.73767","1.95695","0.03903"
"TG 54:2","TG 54:2","0.63664","2.68605","1.5679","0.00498","1.06967","0.00001","1.04982","0.00233","3.68769","2.04954","0.27609","0.34809","1.43079","0.29154","0.06347","0.17428","0.0286","0.77569","0.09803","0.1744","0.0243","0.06292","0.29795","0.10155","0.12839","0.62754","2.12113","0.03896","0.06397","5.31569","0.89378","0.79203","1.1963","0.0622","0.0016","1.1326","0.32891","0.13283","0.00762","0.00671","0.04048","0.76931","1.02899"
"TG 54:3","TG 54:3","0.33101","2.5433","0.12299","0.16396","0.08258","0.48272","2.27214","0.04171","2.84033","3.94274","0.63929","0.31961","2.11115","0.52478","0.56614","1.78837","6.39702","0.45361","0.30962","1.86819","0.94673","0.78525","0.16846","2.94807","4.13998","0.01584","0.80672","0.63843","2.10492","0.02577","2.17354","18.36684","0.06974","0.05419","0.44058","1.7206","0.1178","0.08116","0.00226","3.91928","0.34666","0.00437","1.00224"
"TG 54:4","TG 54:4","0.43383","0.74702","1.02408","0.3698","4.49781","0.33719","0.14877","0.46229","0.0087","3.98031","0.00282","2.42993","1.49712","0.99675","0.42656","0.94191","0.99154","0.07528","2.05073","8.11535","4.36271","2.03682","0.83257","0.85038","0.29756","2.11181","0.02805","0.00892","0.51635","4.9147","0.95722","0.00411","0.35744","0.5539","0.69335","3.05206","0.4901","4.35943","0.00006","4.94508","0.06503","0.0673","0.19375"
"TG 56:5","TG 56:5","0.4019","1.99351","0.71505","0.04109","2.18925","0.8568","1.13887","0.00978","1.14022","0.00322","2.40821","0.26515","1.35723","0.56688","6.15258","0.3747","0.07606","6.41393","2.98742","1.37225","3.48647","0.0615","0.20007","0.07574","0.09574","0.60024","2.66103","0.05367","0.00389","1.82477","3.70732","0.00013","5.49825","1.17897","0.11134","0.18892","0.6103","3.00013","1.11962","0.05157","0.7205","0.35021","0.06501"
"TG 56:6","TG 56:6","0.46203","1.67495","1.91691","0.00681","0.34492","0.12557","0.22747","0.5941","0.40936","0.3121","0.14319","0.29878","1.50175","6.92243","0.99585","3.33539","7.50667","0.52481","0.00037","0.21811","4.21183","2.96424","0.03131","6.49295","1.51508","6.91059","3.16217","1.44315","0.99659","0.0816","0.3275","0.01613","0.05678","1.36063","4.18372","0.62327","0.56104","1.73421","0.00282","0.26079","0.45095","1.10696","0.10386"
"TG 56:7","TG 56:7","0.37613","1.64988","0.80036","0.0475","3.16493","0.35042","0.16127","0.62539","1.29507","1.63312","2.36525","1.11521","0.12401","0.11411","0.08454","1.23458","4.62945","4.74721","0.88299","0.90328","3.15523","1.10781","1.57688","2.17208","3.26569","0.00336","0.29373","5.76728","1.00421","0.10051","0.27362","4.1635","4.99939","2.1652","1.32075","0.03426","4.77646","0.14076","2.27498","0.55269","0.00146","0.58328","2.42026"
"TG 56:8","TG 56:8","0.23544","2.13161","1.3202","0.07446","0.37057","0.514","2.27767","0.00068","0.17879","0.15904","0.02216","0.61408","4.35451","6.1972","0.16641","0.8152","0.165","0.00656","0.24068","1.88042","0.38392","17.595","8.16855","0.60278","7.3051","1.93883","0.05736","2.21751","0.50442","0.09916","0.0022","0.11644","0.02182","0.54329","0.19154","0.80143","0.05293","0.22909","3.2287","0.38447","0.08505","0.10192","0.0976"
"TG 58:11","TG 58:11","0.07302","1.19258","4.73515","0.02272","0.0685","0.07079","1.24034","1.51951","0.84965","0.03971","4.22872","1.76545","0.11245","0.89951","1.0727","0.04967","0.27921","0.54989","0.92787","0.87723","0.30749","0.20726","3.53038","5.56238","1.66168","9.37213","3.39894","1.46697","2.78061","2.94211","1.10167","0.76562","3.61161","1.33497","0.08209","0.00159","0.89115","0.19909","0.20182","1.52644","0.00614","0.51613","0.14221"
"TG 58:5","TG 58:5","0.3109","1.94375","2.99977","0.3043","2.04558","0.15143","0.19209","0.94171","0.38384","0.04984","3.7338","0.04809","0.10458","3.6036","1.10495","1.39906","0.22425","0.04646","0.08263","2.34181","0.07749","0.21007","0.01772","0.05914","1.13936","0.0689","0.82372","0.7002","0.55833","0.03406","1.20599","0.04597","0.05529","0.11443","2.86859","0.22934","5.25463","0.4332","4.42122","2.87743","4.13072","0.2716","0.69841"
"TG 58:7","TG 58:7","0.3564","2.21569","3.06608","0.60596","0.41442","0.77804","0.3914","0.19272","0.50415","0.76598","3.74906","1.41414","0.00498","1.00266","2.32814","0.78437","0.31283","0.1554","0.03037","0.00102","0.13273","0.00363","0.06392","0.57252","4.09946","0.87396","0.59319","1.38133","0.55298","0.09411","0.27723","0.00054","0.34142","0.47916","0.76978","0.08678","1.91966","0.06014","0.7126","0.00034","0.22325","4.8143","0.46855"
"TG 58:8","TG 58:8","0.28605","2.10335","2.4307","0.09641","0.68305","1.78536","0.03138","0.8294","1.14357","1.67903","1.19548","3.62251","0.29649","0.15477","0.68601","0.18839","1.55648","0.59311","3.31282","0.00232","0.46137","0.2961","3.45695","0.76274","0.69242","0.01181","1.28957","1.64698","1.56978","5.11139","0.20707","3.77218","0.685","3.23779","2.16932","0.24776","0.23955","0.41214","1.62401","0.00109","0.03905","0.08388","0.45715"
"TG 58:9","TG 58:9","0.05712","0.88686","1.91111","0.07836","0.00752","2.96162","3.54504","0.37661","1.98765","4.16854","8.34821","0.69013","0.70454","0.02775","0.42736","1.15006","0.23616","1.62758","1.04343","0.27864","0.07201","0.18542","1.17094","1.50858","3.22536","0.04748","1.57168","1.93539","0.3994","0.05578","3.85065","2.97497","0.30745","6.82873","0.00046","0.63942","6.83673","0.86339","0.91497","0.07576","0.35576","1.46617","0.07503"
"FA 14:0","FA 14:0","0.31023","0.21288","0.23233","4.22557","0.28428","4.24738","0.59445","0.3587","0.00704","6.32979","0.00067","0.37179","0.54253","2.66262","1.48217","4.80511","0.66186","1.00822","0.10304","0.29988","0.79942","1.01168","0.67902","0.03101","0.00007","0.88984","0.00694","0.00263","1.16205","0.50936","0.63878","1.11193","0.25503","2.69072","0.41894","0.67113","1.37757","12.12638","1.08246","0.04423","1.68093","1.69746","0.05257"
"FA 16:0","FA 16:0","0.28404","0.48943","0.94541","6.23205","0.00346","2.77743","2.56579","0.17825","0.16219","1.6415","0.27769","0.00683","0.54313","0.15601","0.10155","2.26775","0.05438","0.15003","0.14347","0.00027","0.02189","0.0139","0.00729","1.04657","0.01702","0.01067","0.04955","0.17373","0.23202","1.00236","0.07227","0.33355","0.32902","0.4809","1.396","0.1513","0.07975","0.10543","0.79753","0.00485","0.38836","1.10469","0.43808"
"FA 16:1","FA 16:1","0.2902","0.35586","0.06532","5.37038","0.26599","6.13444","0.2482","0.03899","1.11579","2.51092","0.1301","0.15121","1.93561","1.44506","0.46271","0.02228","0.02496","0.28427","0.14432","0.02745","0.08674","0.23869","2.04062","2.39973","0.55048","0.02407","0.36207","0.00074","0.66281","0.08311","0.46979","0.03338","0.26176","3.61816","1.04156","0.0014","0.49273","5.24004","1.90165","0.2025","0.24991","0.65296","1.2338"
"FA 18:0","FA 18:0","0.25604","1.64887","2.08613","2.60779","0.07685","3.25109","2.17881","0.64449","0.02534","0.5371","0.05616","0.28605","1.04334","0.14438","0.04604","2.89954","0.1396","0.73834","0.08587","0.75254","1.00605","0.17395","0.66186","0.99121","0.00744","0.0401","0.01576","0.03088","0.11379","0.28371","1.06628","0.74915","0.96857","0.00246","0.87435","3.40145","0.93496","1.99059","3.88654","0.33686","0.37054","0.47366","4.15979"
"FA 18:1","FA 18:1","0.40217","0.47092","0.78579","6.46666","0.13009","2.55509","1.35427","0.00173","0.41231","2.31593","0.12257","0.10986","0.67003","0.38111","0.20191","0.14808","0.01263","0.00001","0.05622","0.11149","0.14522","0.01989","0.00095","0.70754","0.14059","0.18648","0.30483","0.17049","0.01552","0.00552","1.16307","0.62011","0.0981","1.80529","0.03025","0.65691","0.20648","1.26534","0.17969","0.61368","1.66427","2.13526","7.11929"
"FA 18:2","FA 18:2","0.37358","0.45747","0.75741","6.63317","0.00076","1.82522","1.62653","0.0081","0.19841","2.72687","0.00008","0.16437","0.02685","0.5131","0.68742","0.49156","0.98247","0.00487","0.34931","0.11464","0.68681","0.00229","0.92707","1.41821","0.01486","0.28017","0.2424","0.00007","0.56906","0.00203","0.13402","0.65354","0.09536","0.19625","1.72344","0.29594","0.01771","1.1771","0.08087","1.88717","1.13623","1.3954","0.86129"
"PI 36:2","PI 36:2","0.9335","0.1639","0.25472","0.22587","0.34641","0.00616","0.67501","0.78843","2.99888","1.53909","0.03111","5.67124","4.07736","0.07074","3.5943","7.4081","0.22321","0.59771","0.00694","1.50847","8.45701","1.09246","1.16755","2.75834","3.62297","0.33436","3.60671","0.69094","0.88692","0.32311","5.06644","0.11657","0.80183","3.60929","2.83422","0.0378","1.16156","0.3591","0.31576","0.15767","0.06351","0.63294","0.25496"
"PI 38:4","PI 38:4","1.54184","0.60357","0.25911","1.09906","0.01983","0.37652","0.00037","0.3753","1.61439","0.16011","0.04337","0.70138","4.64245","0.00241","0.54608","2.78457","0.27628","2.7382","0.47325","0.48741","1.21184","0.20673","0.36219","1.70457","2.82546","0.0014","3.532","0.85695","0.00102","0.00299","1.01324","2.10027","2.98964","1.27848","2.07629","0.23264","1.29771","1.54125","0.47635","0.76058","2.04054","0.04584","0.17334"
